nome_funcionario_normalizado,orgao,nome_socio_normalizado,cnpj_empresa,razao_social,score,metodo
PES-9B9798,AMAZONPREV,PES-9B9798,13293239000149,C. C. N. DE SENA TECNOLOGIA DA AMAZONIA LTDA,"100,00",exato
PES-80B37B,AMAZONPREV,PES-80B37B,01170140000170,FAZENDARIO CLUBE,"100,00",exato
PES-5CF874,AMAZONPREV,PES-5CF874,00624961000177,COMPANHIA DE DESENVOLVIMENTO DO EST DO AMAZONAS CIAMA,"100,00",exato
PES-EC932B,APOSENTADOS_ALEAM 21-21-25-214,PES-EC932B,34534552000100,"EMAN TRANSPORTE, COMERCIO E SERVICO LTDA","100,00",exato
PES-0BB91D,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-0BB91D,08601769000177,COVEMA - COOPERATIVA VERDE DE MANICORE,"100,00",exato
PES-1A2D45,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-1A2D45,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-F3E71A,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-F3E71A,11041243000194,SIMEA - SOCIEDADE INTEGRADA MEDICA DO AMAZONAS LTDA,"100,00",exato
PES-9A2445,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-9A2445,04487476000150,PRONTOCORD PRONTO SOCORRO CARDIO RESPIRATORIO E HOSPITAL DO CORACAO LTDA,"100,00",exato
PES-483BA5,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-483BA5,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-E493A3,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-E493A3,04238047000149,SOCIEDADE PEDIATRICA DE ASSISTENCIA NEONATAL DO AMAZONAS S/S LTDA,"100,00",exato
PES-1613DC,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-1613DC,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-63490B,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-63490B,09060349000193,TOTAL SAUDE SERVICOS MEDICOS E ENFERMAGEM LTDA,"100,00",exato
PES-8CDE14,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-8CDE14,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-C43E67,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-C43E67,04238047000149,SOCIEDADE PEDIATRICA DE ASSISTENCIA NEONATAL DO AMAZONAS S/S LTDA,"100,00",exato
PES-C3CE34,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-C3CE34,84121086000109,UNI IMAGEM CENTRO ICONODIAGNOSTICO DE MANAUS LTDA,"100,00",exato
PES-71BB61,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-71BB61,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-1B1A02,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-1B1A02,63689681000167,ICEA INSTITUTO DE CIRURGIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-F36C55,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-F36C55,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-CB00C8,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-CB00C8,04238047000149,SOCIEDADE PEDIATRICA DE ASSISTENCIA NEONATAL DO AMAZONAS S/S LTDA,"100,00",exato
PES-6DCE2B,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-6DCE2B,15798457000160,ASSOCIACAO DOS ITACOATIARENSES RESIDENTES EM MANAUS,"100,00",exato
PES-CD79EA,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-CD79EA,21997155000114,VIXBOT SOLUCOES EM INFORMATICA LTDA,"100,00",exato
PES-EB18C5,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-EB18C5,11439746000112,ITO-AM INSTITUTO DE TRAUMATO-ORTOPEDIA DO AMAZONAS SOCIEDADE SIMPLES LTDA,"100,00",exato
PES-3849D1,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-3849D1,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-B95468,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-B95468,09619542000111,IMBAUBA PRODUCOES E EVENTOS LTDA,"100,00",exato
PES-26D074,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-26D074,04238047000149,SOCIEDADE PEDIATRICA DE ASSISTENCIA NEONATAL DO AMAZONAS S/S LTDA,"100,00",exato
PES-FF791C,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-FF791C,11788175000121,ANESTESIOLOGISTAS ASSOCIADOS DO AMAZONAS LTDA,"100,00",exato
PES-FF791C,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-FF791C,16844320000168,INSTITUTO DOS ANESTESIOLOGISTAS DO AMAZONAS LTDA,"100,00",exato
PES-72081E,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-72081E,04614569000106,SOCIEDADE DE PEDIATRIA CLINICA DO AMAZONAS S/S LTDA,"100,00",exato
PES-616BE9,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-616BE9,05473467000172,ASSOCIACAO PESTALOZZI DE PARINTINS,"100,00",exato
PES-B40E1F,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-B40E1F,23000714000103,CENTRO DE DESENVOLVIMENTO DA CRIANCA ARCO IRIS LTDA,"100,00",exato
PES-8BEA37,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-8BEA37,00523391000129,IETI - AM INSTITUTO DE ENFERMEIROS INTENSIVISTAS DO AMAZONAS LTDA,"100,00",exato
PES-D0A7C1,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-D0A7C1,06072099000113,CONSTRUTORA ALFA LTDA,"100,00",exato
PES-220E00,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-220E00,84103498000108,CACE MANUTENCAO HOSPITALAR LTDA,"100,00",exato
PES-13A91B,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-13A91B,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-7949FA,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-7949FA,20428352000150,AUTOESCOLA SANTA CECILIA FORMACAO DE CONDUTORES LTDA,"100,00",exato
PES-7949FA,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-7949FA,43368603000153,PSITRANSITO ATIVIDADES PROFISSIONAIS NA AREA DE SAUDE LTDA,"100,00",exato
PES-E11A7B,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-E11A7B,05601776000180,CONSELHO ESCOLAR DA ESCOLA ESTADUAL AMATURA,"100,00",exato
PES-210616,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-210616,29632590000157,FERNANDO F DO N TELECOM,"100,00",exato
PES-E83943,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-E83943,00766728000129,SOCIEDADE DE CLINICA MEDICA DO AMAZONAS LTDA,"100,00",exato
PES-7DC8E8,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-7DC8E8,04769766000196,ICOTUR TRANSPORTE E TURISMO LTDA,"100,00",exato
PES-0F8AAF,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-0F8AAF,09318709000104,F. ALVES DE OLIVEIRA LOCACAO LTDA,"100,00",exato
PES-A1875A,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-A1875A,12033925000118,OLIVEIRA & MONTEIRO SOCIEDADE DE ADVOGADOS,"100,00",exato
PES-DF3015,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-DF3015,07288667000180,"WSA - SERVICOS, COMERCIO E INDUSTRIA LTDA","100,00",exato
PES-F151C3,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-F151C3,33761490000106,FREITAS E SANTANA LTDA,"100,00",exato
PES-005C56,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-005C56,63679351000190,DANTAS TRANSPORTES E INSTALACOES LTDA,"100,00",exato
PES-3D4F26,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-3D4F26,15749133000132,MAPS COMERCIO DE MATERIAIS DE CONSTRUCAO E SERVICOS DA CONSTRUCAO CIVIL LTDA,"100,00",exato
PES-907998,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-907998,00636441000184,INSTITUTO DE TERAPIA INTENSIVA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-0403C1,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-0403C1,00766728000129,SOCIEDADE DE CLINICA MEDICA DO AMAZONAS LTDA,"100,00",exato
PES-577DAA,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-577DAA,01208577000156,Novo Tempo Industria Grafica Ltda,"100,00",exato
PES-4CFEA9,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-4CFEA9,04210423000197,OLIVEIRA ENERGIA S.A,"100,00",exato
PES-0CF585,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-0CF585,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-79521E,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-79521E,04769766000196,ICOTUR TRANSPORTE E TURISMO LTDA,"100,00",exato
PES-3A768B,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-3A768B,04769766000196,ICOTUR TRANSPORTE E TURISMO LTDA,"100,00",exato
PES-9DD9D8,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-9DD9D8,04238047000149,SOCIEDADE PEDIATRICA DE ASSISTENCIA NEONATAL DO AMAZONAS S/S LTDA,"100,00",exato
PES-C3185F,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-C3185F,00750351000110,SOCIEDADE DOS PEDIATRAS DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-707FFD,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-707FFD,34507590000165,QUIMITEC TECNOLOGIA QUIMICA LTDA,"100,00",exato
PES-B5F64D,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-B5F64D,12447703000141,VANGUARDA SERVICOS DE LIMPEZA LTDA,"100,00",exato
PES-A93BC1,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-A93BC1,00636441000184,INSTITUTO DE TERAPIA INTENSIVA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-A93BC1,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-A93BC1,41679163000120,INSTITUTO DE UROLOGIA DO AMAZONAS LTDA,"100,00",exato
PES-1DB2D1,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-1DB2D1,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-77345F,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-77345F,22772156000123,PROTENORTE MATERIAIS DE SEGURANCA LTDA,"100,00",exato
PES-E4D595,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-E4D595,10548273000129,UNIVASC - UNIAO VASCULAR DE SERVICOS MEDICOS LIMITADA.,"100,00",exato
PES-967722,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-967722,10795081000117,CENTRO ASSOCIATIVO AMIGOS DA PRACA,"100,00",exato
PES-520E3D,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-520E3D,01170140000170,FAZENDARIO CLUBE,"100,00",exato
PES-C21364,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-C21364,11439746000112,ITO-AM INSTITUTO DE TRAUMATO-ORTOPEDIA DO AMAZONAS SOCIEDADE SIMPLES LTDA,"100,00",exato
PES-DF9A13,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-DF9A13,11788175000121,ANESTESIOLOGISTAS ASSOCIADOS DO AMAZONAS LTDA,"100,00",exato
PES-DF9A13,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-DF9A13,16844320000168,INSTITUTO DOS ANESTESIOLOGISTAS DO AMAZONAS LTDA,"100,00",exato
PES-780DC6,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-780DC6,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-40A17E,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-40A17E,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-05D797,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-05D797,23005341000155,CENTRO MEDICO SAO BRAZ LTDA,"100,00",exato
PES-08E1B2,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-08E1B2,00750351000110,SOCIEDADE DOS PEDIATRAS DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-A96AD6,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-A96AD6,29577846000170,CONSTRUTORA MALOCA E MATERIAIS DE CONSTRUCAO LTDA,"100,00",exato
PES-FD6EE6,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-FD6EE6,14232649000142,POMBAL ARTE ESPACO ALTERNATIVO,"100,00",exato
PES-E8257A,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-E8257A,02216892000198,QUEIROZ SERVICOS E GESTAO EM SAUDE LTDA,"100,00",exato
PES-C364BD,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-C364BD,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-E08479,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-E08479,10983300000191,NP DA AMAZONIA COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA,"100,00",exato
PES-E607FC,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-E607FC,13014296000141,PANIFICADORA MASTER PAN LTDA,"100,00",exato
PES-C25CFF,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-C25CFF,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-80D010,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-80D010,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-AC82BC,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-AC82BC,09618236000160,COOPERATIVA AGRICOLA DA ESTRADA COARI ITAPEUA - CAECI,"100,00",exato
PES-103BE3,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-103BE3,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-71410E,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-71410E,02936224000135,SAPP - SOCIEDADE AMAZONENSE DE PATOLOGIA E PEDIATRICAS LTDA,"100,00",exato
PES-EB6A3F,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-EB6A3F,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-A0C4FC,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-A0C4FC,02960291000195,AUTO VIACAO MARANHAO LTDA,"100,00",exato
PES-4D40A4,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-4D40A4,00523391000129,IETI - AM INSTITUTO DE ENFERMEIROS INTENSIVISTAS DO AMAZONAS LTDA,"100,00",exato
PES-40E158,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-40E158,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-72053F,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-72053F,41090212000194,M DE F DA SILVA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,"100,00",exato
PES-362B1B,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-362B1B,01908080000140,SONICLIN ULTRA - SONOGRAFIA E CONSULTORIOS MEDICOS LTDA,"100,00",exato
PES-DB3140,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-DB3140,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-D9A9FE,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-D9A9FE,10983300000191,NP DA AMAZONIA COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA,"100,00",exato
PES-15EB56,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-15EB56,11660781000167,BIOQUIMICA DA AMAZONIA INDUSTRIA E COMERCIO DE SANEANTES E COSMETICOS LTDA,"100,00",exato
PES-DB7E6E,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-DB7E6E,01930582000178,CONSELHO ESCOLAR DA ESCOLA ESTADUAL PEDRO SANTAREM PENALBER,"100,00",exato
PES-CEBE4E,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-CEBE4E,11588406000153,ANC TECNOLOGIA DA INFORMACAO LTDA,"100,00",exato
PES-534CFF,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-534CFF,61418042000131,CIRURGICA FERNANDES - COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES - SOCIEDADE LIMITADA,"100,00",exato
PES-499898,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-499898,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-A16BDE,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-A16BDE,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-683539,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-683539,00368488000104,M C COMERCIO E REPRESENTACOES LTDA,"100,00",exato
PES-683539,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-683539,27720570000102,DISTRIBUIDORA DE PRODUTOS DE LIMPEZA RIO NEGRO LTDA,"100,00",exato
PES-A45787,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-A45787,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-F9C02B,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-F9C02B,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-EA88F8,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-EA88F8,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-8F7CDA,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-8F7CDA,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-EEAD65,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-EEAD65,05734025000132,R P EDIFICACOES LTDA,"100,00",exato
PES-2B6755,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-2B6755,34486258000161,CLINICA NEUROCIRURGICA DO AMAZONAS S/S LTDA,"100,00",exato
PES-C00839,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-C00839,03930205000164,UNINEFRO - NEFROLOGISTAS ASSOCIADOS DO AMAZONAS S/S LTDA,"100,00",exato
PES-F66A26,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-F66A26,63689681000167,ICEA INSTITUTO DE CIRURGIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-754F4B,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-754F4B,04894191000133,R DAS G SOUZA FALCAO LTDA,"100,00",exato
PES-AC54AD,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-AC54AD,11041243000194,SIMEA - SOCIEDADE INTEGRADA MEDICA DO AMAZONAS LTDA,"100,00",exato
PES-D73674,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-D73674,15244211000147,ADMINISTRADORA DE BENS SANTA THEREZA LTDA,"100,00",exato
PES-ED860D,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-ED860D,05460027000180,S. PEREIRA DA SILVA LTDA,"100,00",exato
PES-825E4D,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-825E4D,04407920000180,PRODAM PROCESSAMENTO DE DADOS AMAZONAS S A,"100,00",exato
PES-11BDEE,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-11BDEE,04614569000106,SOCIEDADE DE PEDIATRIA CLINICA DO AMAZONAS S/S LTDA,"100,00",exato
PES-BEF476,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-BEF476,21456849000144,SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA,"100,00",exato
PES-AA235F,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-AA235F,00683035000172,CONSELHO ESCOLAR DA ESCOLA ESTADUAL NOSSA SENHORA DO PERPETUO SOCORRO,"100,00",exato
PES-6A87A7,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-6A87A7,04210423000197,OLIVEIRA ENERGIA S.A,"100,00",exato
PES-26946B,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-26946B,04527297000107,S C BELEM DE OLIVEIRA LTDA,"100,00",exato
PES-CAAA6A,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-CAAA6A,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-4268B0,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-4268B0,02936224000135,SAPP - SOCIEDADE AMAZONENSE DE PATOLOGIA E PEDIATRICAS LTDA,"100,00",exato
PES-CA90E5,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-CA90E5,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-BA7D40,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-BA7D40,04957650000180,AMAZONGAS DISTRIB DE GAS LIQUEF DE PETROLEO LTDA,"100,00",exato
PES-E3D81E,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-E3D81E,11788175000121,ANESTESIOLOGISTAS ASSOCIADOS DO AMAZONAS LTDA,"100,00",exato
PES-E3D81E,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-E3D81E,16844320000168,INSTITUTO DOS ANESTESIOLOGISTAS DO AMAZONAS LTDA,"100,00",exato
PES-8778C0,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-8778C0,04611489000199,LABORATORIO NOBEL LTDA,"100,00",exato
PES-6D0E86,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-6D0E86,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-B5A2E4,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-B5A2E4,00997244000190,SOLIMOES VEICULOS LTDA,"100,00",exato
PES-1613DC,APOSENTADOS_TCE 21-21-25-402,PES-1613DC,84540376000189,INSTITUTO DE GINECOLOGIA E OBSTETRICIA DO ESTADO DO AMAZONAS S/S LTDA,"100,00",exato
PES-C24575,APOSENTADOS_TJA 21-21-25-455,PES-C24575,63689681000167,ICEA INSTITUTO DE CIRURGIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-CB93C5,ARSEPAM,PES-CB93C5,41279718000146,NAURU DA AMAZONIA COMERCIO DE ARTIGOS DE PAPELARIA E SERVICOS DE LAVANDERIAS LTDA,"100,00",exato
PES-F58038,ARSEPAM,PES-F58038,04409637000197,INSTITUTO EUVALDO LODI,"100,00",exato
PES-86B331,CASA_CIVIL,PES-86B331,04407920000180,PRODAM PROCESSAMENTO DE DADOS AMAZONAS S A,"100,00",exato
PES-3BAD56,CASA_CIVIL,PES-3BAD56,11210708000193,MANAUARA CONVENCOES E ENTRETENIMENTO LTDA,"100,00",exato
PES-D4D4FB,CASA_CIVIL,PES-D4D4FB,02944942000153,ASSOCIACAO CULTURAL MOVIMENTO AMIGOS DO GARANTIDO,"100,00",exato
PES-217C80,CASA_CIVIL,PES-217C80,04406195000125,COMPANHIA DE SANEAMENTO DO AMAZONAS,"100,00",exato
PES-47577C,CASA_CIVIL,PES-47577C,38281659000136,SOFT INOVACOES INTELIGENTES LTDA,"100,00",exato
PES-47577C,CASA_CIVIL,PES-47577C,48010370000136,MARQUES E SOUZA TECNOLOGIA LTDA,"100,00",exato
PES-C44719,CASA_CIVIL,PES-C44719,32300235000195,MONTEIRO SERVICOS DE SAUDE LTDA,"100,00",exato
PES-5CF874,CASA_CIVIL,PES-5CF874,00624961000177,COMPANHIA DE DESENVOLVIMENTO DO EST DO AMAZONAS CIAMA,"100,00",exato
PES-A4D598,CASA_CIVIL,PES-A4D598,33827862000141,ENDI SOLUCOES DIGITAIS LTDA,"100,00",exato
PES-11E94D,CASA_CIVIL,PES-11E94D,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-967722,CASA_CIVIL,PES-967722,10795081000117,CENTRO ASSOCIATIVO AMIGOS DA PRACA,"100,00",exato
PES-E20C5F,CASA_CIVIL,PES-E20C5F,09060349000193,TOTAL SAUDE SERVICOS MEDICOS E ENFERMAGEM LTDA,"100,00",exato
PES-F0BAC1,CASA_CIVIL,PES-F0BAC1,00624961000177,COMPANHIA DE DESENVOLVIMENTO DO EST DO AMAZONAS CIAMA,"100,00",exato
PES-B6CC3E,CASA_CIVIL,PES-B6CC3E,04394169000124,INSTITUTO CULTURAL BRASIL ESTADOS UNIDOS,"100,00",exato
PES-67ACF4,CASA_CIVIL,PES-67ACF4,84664143000198,CASINO CONFECCOES LTDA,"100,00",exato
PES-3F2717,CASA_CIVIL,PES-3F2717,53083453000195,M. D. Q. DE CARVALHO LTDA,"100,00",exato
PES-949BC2,CASA_CIVIL,PES-949BC2,00624961000177,COMPANHIA DE DESENVOLVIMENTO DO EST DO AMAZONAS CIAMA,"100,00",exato
PES-6CB4AF,CASA_CIVIL,PES-6CB4AF,10176902000137,"R2 CONSTRUCAO CIVIL, TECNOLOGIA, LOCACAO E MANUTENCAO PREDIAL LTDA","100,00",exato
PES-777CF8,CASA_CIVIL,PES-777CF8,35228648000102,SUPRIMED SERVICOS HOSPITALARES LTDA,"100,00",exato
PES-1A8E6B,CASA_CIVIL,PES-1A8E6B,84471788000104,"TH - EVENTOS, PASSAGENS E TURISMO LTDA","100,00",exato
PES-D782F2,CASA_CIVIL,PES-D782F2,30105562000160,LOAH SERVICOS EMPRESARIAL LTDA,"100,00",exato
PES-0A6917,CASA_MILITAR,PES-0A6917,18341410000161,MEDICOS CLINICOS E ASSOCIADOS EM MANAUS S/S,"100,00",exato
PES-8A368C,CBMAM,PES-8A368C,11041243000194,SIMEA - SOCIEDADE INTEGRADA MEDICA DO AMAZONAS LTDA,"100,00",exato
PES-8A368C,CBMAM,PES-8A368C,18341410000161,MEDICOS CLINICOS E ASSOCIADOS EM MANAUS S/S,"100,00",exato
